evidence_id,skill_id,evidence_text,evidence_type,word_count,char_count,quality_label
ev_synth_1591,python-programming,"Built a distributed event-driven microservice in Python 3.11 using asyncio, Kafka consumers, and Redis caching. Wrote custom decorator patterns for retry logic, rate limiting, and structured JSON logging with OpenTelemetry traces. Validated against industry standard security guidelines.",code_repository,37,287,approved
ev_synth_1592,product-management,"Managed 6-sprint Agile release cycle in Jira. Defined sprint velocity KPIs, tracked burndown charts, and facilitated daily standups and retrospectives achieving 98% sprint commitment completion.",certificate,25,194,approved
ev_synth_1593,ai-ml-engineering,Called API endpoint without handling errors or embeddings.,code_snippet,8,58,rejected
ev_synth_1594,product-management,"Managed 6-sprint Agile release cycle in Jira. Defined sprint velocity KPIs, tracked burndown charts, and facilitated daily standups and retrospectives achieving 98% sprint commitment completion.",certificate,25,194,approved
ev_synth_1595,python-programming,"Built a distributed event-driven microservice in Python 3.11 using asyncio, Kafka consumers, and Redis caching. Wrote custom decorator patterns for retry logic, rate limiting, and structured JSON logging with OpenTelemetry traces. Project repo available at https://github.com/student/capstone-repo.",certificate,36,298,approved
ev_synth_1596,devops-ci-cd,Pipeline exists but lacks security scanning and deployment automation.,transcript,9,70,needs-info
ev_synth_1597,python-programming,"Basic python script for file renaming, missing test cases and docstrings.",code_snippet,11,73,needs-info
ev_synth_1598,mobile-development,App icon image.,document,3,15,rejected
ev_synth_1599,ui-ux-design,"Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants. Includes comprehensive README, architecture diagrams, and postman API collection.",project_report,35,279,approved
ev_synth_1600,data-analysis,"Analyzed customer churn dataset (100k rows) using Pandas, SciPy, and Seaborn. Built a logistic regression and Random Forest classifier in scikit-learn achieving 0.88 ROC-AUC score. Summary interactive dashboard created in Streamlit with SQL query integration. Validated against industry standard security guidelines.",certificate,41,316,approved
ev_synth_1601,ui-ux-design,"Created responsive web interface prototype for SaaS product. Built design tokens, typography scale, responsive grid layouts, and interactive micro-animations. Documented user journey maps, empathy maps, and user persona research.",code_repository,29,229,approved
ev_synth_1602,cybersecurity-defense,"Conducted penetration testing and security vulnerability assessment on web application. Identified OWASP Top 10 vulnerabilities (SQLi, XSS, SSRF), configured WAF rules, and implemented zero-trust RBAC authorization policies. Validated against industry standard security guidelines.",certificate,33,281,approved
ev_synth_1603,database-engineering,"Designed normalized PostgreSQL relational schema (3NF) for e-commerce backend. Built composite B-Tree and GIN indexing strategies, optimized slow queries using EXPLAIN ANALYZE reducing latency by 78%, and configured Redis caching. Validated against industry standard security guidelines.",project_report,36,287,approved
ev_synth_1604,database-engineering,Wrote SELECT query with JOIN statements.,project_report,6,40,needs-info
ev_synth_1605,data-analysis,"Performed exploratory data analysis on sales transactional data. Handled missing values via KNN imputation, normalized numerical features, and visualized distribution histograms using Matplotlib, Plotly, and SQL window aggregations. Validated against industry standard security guidelines.",certificate,34,289,approved
ev_synth_1606,ui-ux-design,"Created responsive web interface prototype for SaaS product. Built design tokens, typography scale, responsive grid layouts, and interactive micro-animations. Documented user journey maps, empathy maps, and user persona research. Benchmarked performance achieving 99.9% uptime under simulated load test.",certificate,38,303,approved
ev_synth_1607,database-engineering,Constructed zero-downtime database migration strategy with Flyway. Implemented database connection pooling with PgBouncer and configured multi-AZ streaming replication with automated failover. Added unit tests with >90% code coverage.,code_repository,28,234,approved
ev_synth_1608,ui-ux-design,Screenshots of another app downloaded from Pinterest.,document,7,53,rejected
ev_synth_1609,cloud-architecture,Did some cloud stuff last week.,text_note,6,31,rejected
ev_synth_1610,database-engineering,Database text.,code_snippet,2,14,rejected
ev_synth_1611,database-engineering,"Designed normalized PostgreSQL relational schema (3NF) for e-commerce backend. Built composite B-Tree and GIN indexing strategies, optimized slow queries using EXPLAIN ANALYZE reducing latency by 78%, and configured Redis caching. Project repo available at https://github.com/student/capstone-repo.",code_repository,35,298,approved
ev_synth_1612,python-programming,"Implemented an asynchronous REST API using FastAPI, Pydantic, and SQLAlchemy ORM. Added comprehensive unit tests using Pytest with 95% line coverage. Handled custom exceptions gracefully, implemented JWT bearer auth middleware, and integrated a PostgreSQL connection pool. Includes comprehensive README, architecture diagrams, and postman API collection.",code_repository,45,354,approved
ev_synth_1613,devops-ci-cd,"Configured Jenkins pipeline for multi-stage microservice release. Implemented blue-green deployment strategy, automated rollback on canary health failure, and Slack/Teams webhook build alerts. Project repo available at https://github.com/student/capstone-repo.",certificate,27,260,approved
ev_synth_1614,database-engineering,Created basic ER diagram draft.,code_snippet,5,31,needs-info
ev_synth_1615,devops-ci-cd,"This is a comprehensive report on devops-ci-cd. I studied how devops-ci-cd works by reading online articles and documentation. I understand concepts like deployment, data, python, and cloud architecture, but did not write code.",text_note,33,227,rejected
ev_synth_1616,cybersecurity-defense,Initial setup completed for cybersecurity-defense. Partial documentation attached.,project_report,8,82,needs-info
ev_synth_1617,mobile-development,Built Flutter UI prototype without backend API integration.,code_snippet,8,59,needs-info
ev_synth_1618,cybersecurity-defense,Ran Nmap scan on local subnet.,project_report,6,30,needs-info
ev_synth_1619,devops-ci-cd,Ran docker build command once on localhost.,document,7,43,rejected
ev_synth_1620,database-engineering,Built database-engineering prototype microservice. See repository at https://github.com/student/app-v1.,project_report,8,103,approved
ev_synth_1621,cloud-architecture,"Architected a multi-region AWS cloud infrastructure using Terraform HCL. Configured VPC peering, ALB load balancers, ECS Fargate cluster with auto-scaling, and IAM least-privilege policies. Documented topology with architecture diagrams.",code_repository,29,237,approved
ev_synth_1622,python-programming,"Implemented an asynchronous REST API using FastAPI, Pydantic, and SQLAlchemy ORM. Added comprehensive unit tests using Pytest with 95% line coverage. Handled custom exceptions gracefully, implemented JWT bearer auth middleware, and integrated a PostgreSQL connection pool. Added unit tests with >90% code coverage.",project_report,43,314,approved
ev_synth_1623,product-management,Drafted basic feature list without user story mapping.,transcript,8,54,needs-info
ev_synth_1624,database-engineering,"Designed normalized PostgreSQL relational schema (3NF) for e-commerce backend. Built composite B-Tree and GIN indexing strategies, optimized slow queries using EXPLAIN ANALYZE reducing latency by 78%, and configured Redis caching. Benchmarked performance achieving 99.9% uptime under simulated load test.",certificate,39,304,approved
ev_synth_1625,ai-ml-engineering,"Engineered Retrieval-Augmented Generation (RAG) vector search pipeline using LangChain, OpenAI embeddings, and PGVector. Achieved sub-200ms semantic retrieval across 50,000 PDF documents with 92% answer precision. Includes comprehensive README, architecture diagrams, and postman API collection.",code_repository,34,295,approved
ev_synth_1626,mobile-development,App icon image.,code_snippet,3,15,rejected
ev_synth_1627,cybersecurity-defense,Security note with no threat remediation.,document,6,41,rejected
ev_synth_1628,python-programming,I like Python. Python is good. Code works on my machine.,code_snippet,11,56,rejected
ev_synth_1629,devops-ci-cd,"Configured Jenkins pipeline for multi-stage microservice release. Implemented blue-green deployment strategy, automated rollback on canary health failure, and Slack/Teams webhook build alerts. Added unit tests with >90% code coverage.",code_repository,29,234,approved
ev_synth_1630,devops-ci-cd,Wrote a simple Dockerfile for a Node app.,project_report,8,41,needs-info
ev_synth_1631,database-engineering,Created single table in SQLite with 3 rows.,document,8,43,rejected
ev_synth_1632,ai-ml-engineering,Wrote basic prompt engineering template.,project_report,5,40,needs-info
ev_synth_1633,cloud-architecture,"Architected a multi-region AWS cloud infrastructure using Terraform HCL. Configured VPC peering, ALB load balancers, ECS Fargate cluster with auto-scaling, and IAM least-privilege policies. Documented topology with architecture diagrams.",certificate,29,237,approved
ev_synth_1634,data-analysis,Sample text without methodology or data findings.,text_note,7,49,rejected
ev_synth_1635,ai-ml-engineering,"This is a comprehensive report on ai-ml-engineering. I studied how ai-ml-engineering works by reading online articles and documentation. I understand concepts like deployment, data, python, and cloud architecture, but did not write code.",code_snippet,33,237,rejected
ev_synth_1636,python-programming,Submitted an empty zip file with no repository link or documentation.,document,11,69,rejected
ev_synth_1637,cybersecurity-defense,Drafted basic password policy guideline without technical enforcement.,transcript,8,70,needs-info
ev_synth_1638,product-management,"Authored comprehensive Product Requirement Document (PRD) for SaaS analytics tool. Mapped user stories, defined success metrics (ARR, Churn, NPS), conducted 15 user interviews, and prioritized backlog using RICE framework. Added unit tests with >90% code coverage.",certificate,36,264,approved
ev_synth_1639,ai-ml-engineering,Wrote basic prompt engineering template.,project_report,5,40,needs-info
ev_synth_1640,devops-ci-cd,CI CD readme note with no actual pipeline file.,document,9,47,rejected
ev_synth_1641,database-engineering,Wrote SELECT query with JOIN statements.,code_snippet,6,40,needs-info
ev_synth_1642,ai-ml-engineering,Called API endpoint without handling errors or embeddings.,code_snippet,8,58,rejected
ev_synth_1643,cybersecurity-defense,"Conducted penetration testing and security vulnerability assessment on web application. Identified OWASP Top 10 vulnerabilities (SQLi, XSS, SSRF), configured WAF rules, and implemented zero-trust RBAC authorization policies.",project_report,27,224,approved
ev_synth_1644,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants. Added unit tests with >90% code coverage.,certificate,33,239,approved
ev_synth_1645,data-analysis,Built data-analysis prototype microservice. See repository at https://github.com/student/app-v1.,certificate,8,96,approved
ev_synth_1646,mobile-development,Flutter template app run on simulator screenshot.,document,7,49,rejected
ev_synth_1647,data-analysis,Built data-analysis prototype microservice. See repository at https://github.com/student/app-v1.,project_report,8,96,approved
ev_synth_1648,product-management,"Authored comprehensive Product Requirement Document (PRD) for SaaS analytics tool. Mapped user stories, defined success metrics (ARR, Churn, NPS), conducted 15 user interviews, and prioritized backlog using RICE framework. Includes comprehensive README, architecture diagrams, and postman API collection.",project_report,38,304,approved
ev_synth_1649,cloud-architecture,"Architected a multi-region AWS cloud infrastructure using Terraform HCL. Configured VPC peering, ALB load balancers, ECS Fargate cluster with auto-scaling, and IAM least-privilege policies. Documented topology with architecture diagrams. Validated against industry standard security guidelines.",project_report,35,294,approved
ev_synth_1650,cloud-architecture,Clicked buttons in AWS console without documentation or infrastructure as code.,text_note,11,79,rejected
ev_synth_1651,devops-ci-cd,Hardcoded passwords stored in public repository.,text_note,6,48,rejected
ev_synth_1652,cloud-architecture,Created an S3 bucket and uploaded a static HTML file.,project_report,10,53,needs-info
ev_synth_1653,database-engineering,Database text.,code_snippet,2,14,rejected
ev_synth_1654,ui-ux-design,Static UI mockups without interactive prototype transitions.,project_report,7,60,needs-info
ev_synth_1655,cybersecurity-defense,Deployed SIEM log monitoring pipeline using Elastic Security and Snort IDS. Created automated threat detection rules for brute-force attacks and privilege escalation attempts. Conducted SOC 2 compliance audit.,code_repository,28,209,approved
ev_synth_1656,ai-ml-engineering,Built ai-ml-engineering prototype microservice. See repository at https://github.com/student/app-v1.,certificate,8,100,approved
ev_synth_1657,cloud-architecture,Spun up an EC2 t2.micro instance manually.,code_snippet,7,42,needs-info
ev_synth_1658,cloud-architecture,Did some cloud stuff last week.,text_note,6,31,rejected
ev_synth_1659,ui-ux-design,Designed end-to-end mobile application in Figma following WCAG 2.1 AAA accessibility guidelines. Conducted usability testing sessions with 12 participants and iterated interactive wireframes based on heatmaps. Created atomic design system with full component library. Added unit tests with >90% code coverage.,project_report,41,309,approved
ev_synth_1660,ai-ml-engineering,Used ChatGPT once to write an essay.,code_snippet,7,36,rejected
ev_synth_1661,cybersecurity-defense,"Deployed SIEM log monitoring pipeline using Elastic Security and Snort IDS. Created automated threat detection rules for brute-force attacks and privilege escalation attempts. Conducted SOC 2 compliance audit. Includes comprehensive README, architecture diagrams, and postman API collection.",certificate,37,291,approved
ev_synth_1662,cloud-architecture,"Designed serverless backend on GCP using Cloud Run, Cloud Pub/Sub, and Firestore. Implemented Terraform state locking with Cloud Storage and zero-downtime blue/green deployment strategy. Project repo available at https://github.com/student/capstone-repo.",project_report,29,254,approved
ev_synth_1663,ui-ux-design,Screenshots of another app downloaded from Pinterest.,text_note,7,53,rejected
ev_synth_1664,mobile-development,"Built native React Native iOS/Android app with TypeScript. Configured navigation routing, camera and geolocation device APIs, and automated TestFlight / Google Play Beta deployments.",code_repository,24,182,approved
ev_synth_1665,cloud-architecture,"Designed serverless backend on GCP using Cloud Run, Cloud Pub/Sub, and Firestore. Implemented Terraform state locking with Cloud Storage and zero-downtime blue/green deployment strategy. Benchmarked performance achieving 99.9% uptime under simulated load test.",project_report,33,260,approved
ev_synth_1666,data-analysis,Chart looks nice.,code_snippet,3,17,rejected
ev_synth_1667,ai-ml-engineering,Built ai-ml-engineering prototype microservice. See repository at https://github.com/student/app-v1.,code_repository,8,100,approved
ev_synth_1668,cloud-architecture,"This is a comprehensive report on cloud-architecture. I studied how cloud-architecture works by reading online articles and documentation. I understand concepts like deployment, data, python, and cloud architecture, but did not write code.",document,33,239,rejected
ev_synth_1669,cloud-architecture,"Deployed Kubernetes cluster on Azure AKS. Configured ingress controllers, SSL cert-manager, Helm chart deployments, RBAC policy binding, and Prometheus/Grafana operational metric dashboards. Added unit tests with >90% code coverage.",certificate,29,232,approved
ev_synth_1670,devops-ci-cd,Pipeline exists but lacks security scanning and deployment automation.,project_report,9,70,needs-info
ev_synth_1671,ui-ux-design,Drafted color palette options in Figma.,code_snippet,6,39,needs-info
ev_synth_1672,devops-ci-cd,"Configured Jenkins pipeline for multi-stage microservice release. Implemented blue-green deployment strategy, automated rollback on canary health failure, and Slack/Teams webhook build alerts. Project repo available at https://github.com/student/capstone-repo.",project_report,27,260,approved
ev_synth_1673,cloud-architecture,"Designed serverless backend on GCP using Cloud Run, Cloud Pub/Sub, and Firestore. Implemented Terraform state locking with Cloud Storage and zero-downtime blue/green deployment strategy. Benchmarked performance achieving 99.9% uptime under simulated load test.",code_repository,33,260,approved
ev_synth_1674,product-management,Drafted basic feature list without user story mapping.,code_snippet,8,54,needs-info
ev_synth_1675,cloud-architecture,Created an S3 bucket and uploaded a static HTML file.,code_snippet,10,53,needs-info
ev_synth_1676,ai-ml-engineering,Used ChatGPT once to write an essay.,text_note,7,36,rejected
ev_synth_1677,ui-ux-design,Static UI mockups without interactive prototype transitions.,code_snippet,7,60,needs-info
ev_synth_1678,mobile-development,"Built native React Native iOS/Android app with TypeScript. Configured navigation routing, camera and geolocation device APIs, and automated TestFlight / Google Play Beta deployments. Project repo available at https://github.com/student/capstone-repo.",certificate,29,250,approved
ev_synth_1679,ai-ml-engineering,Built ai-ml-engineering prototype microservice. See repository at https://github.com/student/app-v1.,code_repository,8,100,approved
ev_synth_1680,mobile-development,Mobile app crashed on launch.,code_snippet,5,29,rejected
ev_synth_1681,cybersecurity-defense,Downloaded Wireshark but did not capture packets.,text_note,7,49,rejected
ev_synth_1682,devops-ci-cd,Set up bash script for deployment without secret protection.,code_snippet,9,60,needs-info
ev_synth_1683,ai-ml-engineering,Wrote basic prompt engineering template.,code_snippet,5,40,needs-info
ev_synth_1684,database-engineering,Database text.,code_snippet,2,14,rejected
ev_synth_1685,ai-ml-engineering,Sample AI text.,document,3,15,rejected
ev_synth_1686,product-management,Drafted basic feature list without user story mapping.,transcript,8,54,needs-info
ev_synth_1687,cybersecurity-defense,Ran Nmap scan on local subnet.,code_snippet,6,30,needs-info
ev_synth_1688,python-programming,Submitted a single script without setup instructions or dependency file.,transcript,10,72,needs-info
ev_synth_1689,data-analysis,"Analyzed customer churn dataset (100k rows) using Pandas, SciPy, and Seaborn. Built a logistic regression and Random Forest classifier in scikit-learn achieving 0.88 ROC-AUC score. Summary interactive dashboard created in Streamlit with SQL query integration. Validated against industry standard security guidelines.",project_report,41,316,approved
ev_synth_1690,mobile-development,App icon image.,document,3,15,rejected
ev_synth_1691,product-management,Product note without specs.,code_snippet,4,27,rejected
ev_synth_1692,devops-ci-cd,Engineered automated GitOps pipeline using ArgoCD and Kubernetes Helm charts. Integrated Vault for secrets management and SonarQube for static code analysis in the pull request pipeline. Benchmarked performance achieving 99.9% uptime under simulated load test.,certificate,35,260,approved
ev_synth_1693,python-programming,"Implemented an asynchronous REST API using FastAPI, Pydantic, and SQLAlchemy ORM. Added comprehensive unit tests using Pytest with 95% line coverage. Handled custom exceptions gracefully, implemented JWT bearer auth middleware, and integrated a PostgreSQL connection pool.",project_report,36,272,approved
ev_synth_1694,cybersecurity-defense,Ran ping command in terminal.,code_snippet,5,29,rejected
ev_synth_1695,data-analysis,Created a basic bar chart of monthly active users but missing statistical methodology.,transcript,13,86,needs-info
ev_synth_1696,ui-ux-design,Single low-res image without UX wireframes or interaction specs.,text_note,9,64,rejected
ev_synth_1697,cloud-architecture,AWS login screenshot attached.,text_note,4,30,rejected
ev_synth_1698,data-analysis,Created a basic bar chart of monthly active users but missing statistical methodology.,transcript,13,86,needs-info
ev_synth_1699,mobile-development,Mobile app crashed on launch.,text_note,5,29,rejected
ev_synth_1700,product-management,Created simple Trello board.,project_report,4,28,needs-info
ev_synth_1701,ai-ml-engineering,Sample AI text.,text_note,3,15,rejected
ev_synth_1702,ai-ml-engineering,Created simple vector embedding script with ChromaDB.,transcript,7,53,needs-info
ev_synth_1703,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants. Project repo available at https://github.com/student/capstone-repo.,code_repository,31,265,approved
ev_synth_1704,product-management,"Managed 6-sprint Agile release cycle in Jira. Defined sprint velocity KPIs, tracked burndown charts, and facilitated daily standups and retrospectives achieving 98% sprint commitment completion.",code_repository,25,194,approved
ev_synth_1705,product-management,Idea notebook with two bullet points.,document,6,37,rejected
ev_synth_1706,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants.,code_repository,26,197,approved
ev_synth_1707,data-analysis,Copied numbers from Wikipedia without analysis.,code_snippet,6,47,rejected
ev_synth_1708,python-programming,"Basic python script for file renaming, missing test cases and docstrings.",code_snippet,11,73,needs-info
ev_synth_1709,devops-ci-cd,Hardcoded passwords stored in public repository.,document,6,48,rejected
ev_synth_1710,mobile-development,"Built native React Native iOS/Android app with TypeScript. Configured navigation routing, camera and geolocation device APIs, and automated TestFlight / Google Play Beta deployments. Added unit tests with >90% code coverage.",certificate,31,224,approved
ev_synth_1711,cloud-architecture,Unconfigured server with open 0.0.0.0/0 security group.,code_snippet,7,55,rejected
ev_synth_1712,python-programming,"Built a distributed event-driven microservice in Python 3.11 using asyncio, Kafka consumers, and Redis caching. Wrote custom decorator patterns for retry logic, rate limiting, and structured JSON logging with OpenTelemetry traces.",project_report,31,230,approved
ev_synth_1713,cloud-architecture,Clicked buttons in AWS console without documentation or infrastructure as code.,text_note,11,79,rejected
ev_synth_1714,cybersecurity-defense,"Deployed SIEM log monitoring pipeline using Elastic Security and Snort IDS. Created automated threat detection rules for brute-force attacks and privilege escalation attempts. Conducted SOC 2 compliance audit. Includes comprehensive README, architecture diagrams, and postman API collection.",project_report,37,291,approved
ev_synth_1715,devops-ci-cd,Hardcoded passwords stored in public repository.,document,6,48,rejected
ev_synth_1716,devops-ci-cd,Pipeline exists but lacks security scanning and deployment automation.,code_snippet,9,70,needs-info
ev_synth_1717,cloud-architecture,"This is a comprehensive report on cloud-architecture. I studied how cloud-architecture works by reading online articles and documentation. I understand concepts like deployment, data, python, and cloud architecture, but did not write code.",document,33,239,rejected
ev_synth_1718,database-engineering,SQL query with syntax error.,code_snippet,5,28,rejected
ev_synth_1719,mobile-development,"Developed cross-platform mobile application using Flutter and Dart with BLoC state management. Integrated offline-first SQLite database synchronization, push notifications, and automated CI/CD build distribution via Fastlane.",project_report,26,225,approved
ev_synth_1720,data-analysis,Sample text without methodology or data findings.,code_snippet,7,49,rejected
ev_synth_1721,devops-ci-cd,"Configured Jenkins pipeline for multi-stage microservice release. Implemented blue-green deployment strategy, automated rollback on canary health failure, and Slack/Teams webhook build alerts. Added unit tests with >90% code coverage.",certificate,29,234,approved
ev_synth_1722,database-engineering,Constructed zero-downtime database migration strategy with Flyway. Implemented database connection pooling with PgBouncer and configured multi-AZ streaming replication with automated failover.,certificate,21,192,approved
ev_synth_1723,product-management,Created simple Trello board.,project_report,4,28,needs-info
ev_synth_1724,cloud-architecture,Clicked buttons in AWS console without documentation or infrastructure as code.,code_snippet,11,79,rejected
ev_synth_1725,ai-ml-engineering,Created simple vector embedding script with ChromaDB.,transcript,7,53,needs-info
ev_synth_1726,cybersecurity-defense,Security note with no threat remediation.,text_note,6,41,rejected
ev_synth_1727,product-management,Created simple Trello board.,project_report,4,28,needs-info
ev_synth_1728,python-programming,"Developed a Python data processing pipeline with Pandas, NumPy, and multiprocessing. Created custom classes for data schema validation and built a CLI tool using Click. Package was published as a PyPI wheel with full docstrings, type annotations, and Sphinx documentation. Project repo available at https://github.com/student/capstone-repo.",project_report,45,340,approved
ev_synth_1729,data-analysis,"Performed exploratory data analysis on sales transactional data. Handled missing values via KNN imputation, normalized numerical features, and visualized distribution histograms using Matplotlib, Plotly, and SQL window aggregations. Project repo available at https://github.com/student/capstone-repo.",certificate,33,300,approved
ev_synth_1730,data-analysis,"Analyzed customer churn dataset (100k rows) using Pandas, SciPy, and Seaborn. Built a logistic regression and Random Forest classifier in scikit-learn achieving 0.88 ROC-AUC score. Summary interactive dashboard created in Streamlit with SQL query integration. Validated against industry standard security guidelines.",code_repository,41,316,approved
ev_synth_1731,devops-ci-cd,Hardcoded passwords stored in public repository.,document,6,48,rejected
ev_synth_1732,python-programming,Random text file with no code or explanation attached.,text_note,9,54,rejected
ev_synth_1733,database-engineering,Wrote SELECT query with JOIN statements.,code_snippet,6,40,needs-info
ev_synth_1734,database-engineering,Constructed zero-downtime database migration strategy with Flyway. Implemented database connection pooling with PgBouncer and configured multi-AZ streaming replication with automated failover. Added unit tests with >90% code coverage.,project_report,28,234,approved
ev_synth_1735,product-management,Thought of a cool app idea.,text_note,6,27,rejected
ev_synth_1736,devops-ci-cd,Built devops-ci-cd prototype microservice. See repository at https://github.com/student/app-v1.,code_repository,8,95,approved
ev_synth_1737,cybersecurity-defense,Deployed SIEM log monitoring pipeline using Elastic Security and Snort IDS. Created automated threat detection rules for brute-force attacks and privilege escalation attempts. Conducted SOC 2 compliance audit. Validated against industry standard security guidelines.,project_report,34,266,approved
ev_synth_1738,devops-ci-cd,Hardcoded passwords stored in public repository.,text_note,6,48,rejected
ev_synth_1739,database-engineering,Database text.,text_note,2,14,rejected
ev_synth_1740,ai-ml-engineering,"Engineered Retrieval-Augmented Generation (RAG) vector search pipeline using LangChain, OpenAI embeddings, and PGVector. Achieved sub-200ms semantic retrieval across 50,000 PDF documents with 92% answer precision. Added unit tests with >90% code coverage.",certificate,32,255,approved
ev_synth_1741,devops-ci-cd,"Configured Jenkins pipeline for multi-stage microservice release. Implemented blue-green deployment strategy, automated rollback on canary health failure, and Slack/Teams webhook build alerts. Project repo available at https://github.com/student/capstone-repo.",project_report,27,260,approved
ev_synth_1742,data-analysis,Sample text without methodology or data findings.,text_note,7,49,rejected
ev_synth_1743,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants.,project_report,26,197,approved
ev_synth_1744,devops-ci-cd,"Built automated CI/CD pipeline using GitHub Actions. Pipeline executes linting, unit tests, Docker container build, security vulnerability scanning with Trivy, container signing with Cosign, and automated deployment to AWS EKS cluster.",project_report,31,235,approved
ev_synth_1745,ui-ux-design,"Created responsive web interface prototype for SaaS product. Built design tokens, typography scale, responsive grid layouts, and interactive micro-animations. Documented user journey maps, empathy maps, and user persona research. Validated against industry standard security guidelines.",code_repository,35,286,approved
ev_synth_1746,cybersecurity-defense,"Conducted penetration testing and security vulnerability assessment on web application. Identified OWASP Top 10 vulnerabilities (SQLi, XSS, SSRF), configured WAF rules, and implemented zero-trust RBAC authorization policies.",code_repository,27,224,approved
ev_synth_1747,database-engineering,SQL query with syntax error.,document,5,28,rejected
ev_synth_1748,data-analysis,Exported raw dataset without insights or summary conclusion.,transcript,8,60,needs-info
ev_synth_1749,ui-ux-design,"This is a comprehensive report on ui-ux-design. I studied how ui-ux-design works by reading online articles and documentation. I understand concepts like deployment, data, python, and cloud architecture, but did not write code.",document,33,227,rejected
ev_synth_1750,database-engineering,SQL query with syntax error.,text_note,5,28,rejected
ev_synth_1751,cybersecurity-defense,"Conducted penetration testing and security vulnerability assessment on web application. Identified OWASP Top 10 vulnerabilities (SQLi, XSS, SSRF), configured WAF rules, and implemented zero-trust RBAC authorization policies.",code_repository,27,224,approved
ev_synth_1752,cybersecurity-defense,Ran Nmap scan on local subnet.,project_report,6,30,needs-info
ev_synth_1753,ai-ml-engineering,Fine-tuned Llama 3 8B model using QLoRA on custom domain dataset. Quantized model weights to GGUF format and deployed local inference microservice with FastAPI and vLLM. Validated against industry standard security guidelines.,code_repository,32,226,approved
ev_synth_1754,python-programming,Submitted an empty zip file with no repository link or documentation.,document,11,69,rejected
ev_synth_1755,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants.,certificate,26,197,approved
ev_synth_1756,python-programming,"Built a distributed event-driven microservice in Python 3.11 using asyncio, Kafka consumers, and Redis caching. Wrote custom decorator patterns for retry logic, rate limiting, and structured JSON logging with OpenTelemetry traces. Project repo available at https://github.com/student/capstone-repo.",code_repository,36,298,approved
ev_synth_1757,cybersecurity-defense,Drafted basic password policy guideline without technical enforcement.,transcript,8,70,needs-info
ev_synth_1758,ui-ux-design,Redesigned checkout flow to minimize user friction. Measured a 24% reduction in drop-off rate during user testing. Produced high-fidelity Figma prototypes with auto-layout and interactive variants.,project_report,26,197,approved
ev_synth_1759,product-management,Thought of a cool app idea.,document,6,27,rejected
ev_synth_1760,database-engineering,Constructed zero-downtime database migration strategy with Flyway. Implemented database connection pooling with PgBouncer and configured multi-AZ streaming replication with automated failover. Added unit tests with >90% code coverage.,certificate,28,234,approved
ev_synth_1761,cloud-architecture,"Deployed Kubernetes cluster on Azure AKS. Configured ingress controllers, SSL cert-manager, Helm chart deployments, RBAC policy binding, and Prometheus/Grafana operational metric dashboards. Added unit tests with >90% code coverage.",code_repository,29,232,approved
ev_synth_1762,database-engineering,"Designed normalized PostgreSQL relational schema (3NF) for e-commerce backend. Built composite B-Tree and GIN indexing strategies, optimized slow queries using EXPLAIN ANALYZE reducing latency by 78%, and configured Redis caching. Includes comprehensive README, architecture diagrams, and postman API collection.",code_repository,39,312,approved
ev_synth_1763,cybersecurity-defense,Security note with no threat remediation.,document,6,41,rejected
ev_synth_1764,database-engineering,Created single table in SQLite with 3 rows.,text_note,8,43,rejected
ev_synth_1765,ai-ml-engineering,Sample AI text.,document,3,15,rejected
ev_synth_1766,cloud-architecture,Built cloud-architecture prototype microservice. See repository at https://github.com/student/app-v1.,code_repository,8,101,approved
ev_synth_1767,data-analysis,"Performed exploratory data analysis on sales transactional data. Handled missing values via KNN imputation, normalized numerical features, and visualized distribution histograms using Matplotlib, Plotly, and SQL window aggregations. Added unit tests with >90% code coverage.",certificate,35,274,approved
ev_synth_1768,devops-ci-cd,Engineered automated GitOps pipeline using ArgoCD and Kubernetes Helm charts. Integrated Vault for secrets management and SonarQube for static code analysis in the pull request pipeline.,code_repository,26,186,approved
ev_synth_1769,product-management,Created simple Trello board.,project_report,4,28,needs-info
ev_synth_1770,cybersecurity-defense,Downloaded Wireshark but did not capture packets.,code_snippet,7,49,rejected
ev_synth_1771,python-programming,Wrote a small script to scrape a website. Used requests library.,transcript,11,64,needs-info
ev_synth_1772,data-analysis,Cleaned CSV file and removed empty rows using Python.,project_report,9,53,needs-info
